strategy,stages,optical_power_mw,total_loss_db,extinction_ratio_db,fanout,gain,gain_noise_db,temperature_c,threshold_cv,retention_hours,read_disturb_rate,write_error_rate,regeneration_interval,error_rate,q_factor,total_energy_pj,seed
periodic,41,0.794328234724,1.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0004,5.610000,28.400000,20260715
periodic,42,0.63095734448,2.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0004,5.610000,28.400000,20260715
periodic,43,0.501187233627,3.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0004,5.610000,28.400000,20260715
periodic,44,1,-0.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0007,5.610000,29.900000,20260715
periodic,45,0.794328234724,1.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0005,5.610000,29.900000,20260715
periodic,46,0.63095734448,2.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0006,5.610000,29.900000,20260715
periodic,47,0.501187233627,3.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0004,5.610000,29.900000,20260715
periodic,48,1,-0.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0005,5.610000,31.400000,20260715
periodic,49,0.794328234724,1.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0003,5.610000,31.400000,20260715
periodic,50,0.63095734448,2.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0005,5.610000,31.400000,20260715
periodic,51,0.501187233627,3.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0005,5.610000,31.400000,20260715
periodic,52,1,-0.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0002,5.610000,32.900000,20260715
periodic,53,0.794328234724,1.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0007,5.610000,32.900000,20260715
periodic,54,0.63095734448,2.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0007,5.610000,32.900000,20260715
periodic,55,0.501187233627,3.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0004,5.610000,32.900000,20260715
periodic,56,1,-0.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0006,5.610000,34.400000,20260715
periodic,57,0.794328234724,1.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0003,5.610000,34.400000,20260715
periodic,58,0.63095734448,2.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0007,5.610000,34.400000,20260715
periodic,59,0.501187233627,3.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0005,5.610000,34.400000,20260715
periodic,60,1,-0.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0007,5.610000,35.900000,20260715
periodic,61,0.794328234724,1.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0009,5.610000,35.900000,20260715
periodic,62,0.63095734448,2.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.001,5.610000,35.900000,20260715
periodic,63,0.501187233627,3.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0001,5.610000,35.900000,20260715
periodic,64,1,-0.000000,11.680000,1,4.000000,0.350000,25.000000,0.050000,2160.000000,1e-06,1e-05,4,0.0005,5.610000,37.400000,20260715
